,wind NO1+NO2 (MWh),wind NO1+NO2 (MWh),wind NO1+NO2 (MWh),wind NO1+NO2 (MWh),wind NO1+NO2 (MWh),wind NO1+NO2 (MWh),wind NO1+NO2 (MWh),wind NO1 (MWh),wind NO1 (MWh),wind NO1 (MWh),wind NO1 (MWh),wind NO1 (MWh),wind NO1 (MWh),wind NO2 (MWh),wind NO2 (MWh),wind NO2 (MWh),wind NO2 (MWh),wind NO2 (MWh),wind NO2 (MWh),water reservoir NO1+NO2+NO5 (MWh),water reservoir NO1+NO2+NO5 (MWh),water reservoir NO1+NO2+NO5 (MWh),water reservoir NO1+NO2+NO5 (MWh),water reservoir NO1+NO2+NO5 (MWh),water reservoir NO1+NO2+NO5 (MWh),water reservoir NO1+NO2+NO5 (MWh),water reservoir NO1 (MWh),water reservoir NO1 (MWh),water reservoir NO1 (MWh),water reservoir NO1 (MWh),water reservoir NO1 (MWh),water reservoir NO1 (MWh),water reservoir NO2 (MWh),water reservoir NO2 (MWh),water reservoir NO2 (MWh),water reservoir NO2 (MWh),water reservoir NO2 (MWh),water reservoir NO2 (MWh),water reservoir NO5 (MWh),water reservoir NO5 (MWh),water reservoir NO5 (MWh),water reservoir NO5 (MWh),water reservoir NO5 (MWh),water reservoir NO5 (MWh),run of river NO1+NO2+NO5 (MWh),run of river NO1+NO2+NO5 (MWh),run of river NO1+NO2+NO5 (MWh),run of river NO1+NO2+NO5 (MWh),run of river NO1+NO2+NO5 (MWh),run of river NO1+NO2+NO5 (MWh),run of river NO1+NO2+NO5 (MWh),run of river NO1 (MWh),run of river NO1 (MWh),run of river NO1 (MWh),run of river NO1 (MWh),run of river NO1 (MWh),run of river NO1 (MWh),run of river NO2 (MWh),run of river NO2 (MWh),run of river NO2 (MWh),run of river NO2 (MWh),run of river NO2 (MWh),run of river NO2 (MWh),run of river NO5 (MWh),run of river NO5 (MWh),run of river NO5 (MWh),run of river NO5 (MWh),run of river NO5 (MWh),run of river NO5 (MWh),demand NO1+NO2+NO3 (MWh),demand NO1+NO2+NO3 (MWh),demand NO1+NO2+NO3 (MWh),demand NO1+NO2+NO3 (MWh),demand NO1+NO2+NO3 (MWh),demand NO1+NO2+NO3 (MWh),demand NO1+NO2+NO3 (MWh),demand NO1+NO2+NO3 (MWh),demand NO1 (MWh),demand NO1 (MWh),demand NO1 (MWh),demand NO1 (MWh),demand NO1 (MWh),demand NO1 (MWh),demand NO1 (MWh),demand NO2 (MWh),demand NO2 (MWh),demand NO2 (MWh),demand NO2 (MWh),demand NO2 (MWh),demand NO2 (MWh),demand NO2 (MWh),demand NO5 (MWh),demand NO5 (MWh),demand NO5 (MWh),demand NO5 (MWh),demand NO5 (MWh),demand NO5 (MWh),demand NO5 (MWh),PV average,PV average,PV average,PV average,PV average,PV average,PV average,PV average,PV Oslo,PV Oslo,PV Oslo,PV Oslo,PV Oslo,PV Oslo,PV Kristiansand,PV Kristiansand,PV Kristiansand,PV Kristiansand,PV Kristiansand,PV Kristiansand,PV Bergen,PV Bergen,PV Bergen,PV Bergen,PV Bergen,PV Bergen,PV Wilster (DE),PV Wilster (DE),PV Wilster (DE),PV Wilster (DE),PV Wilster (DE),PV Wilster (DE),PV Eemshaven (NL),PV Eemshaven (NL),PV Eemshaven (NL),PV Eemshaven (NL),PV Eemshaven (NL),PV Eemshaven (NL),PV Blyth (UK),PV Blyth (UK),PV Blyth (UK),PV Blyth (UK),PV Blyth (UK),PV Blyth (UK),PV Tjele (DK),PV Tjele (DK),PV Tjele (DK),PV Tjele (DK),PV Tjele (DK),PV Tjele (DK),Historical water reservoir NO1+NO2+NO5 TWh,Historical water reservoir NO1+NO2+NO5 TWh,Historical water reservoir NO1+NO2+NO5 TWh,Historical water reservoir NO1+NO2+NO5 TWh,Historical water reservoir NO1 TWh,Historical water reservoir NO1 TWh,Historical water reservoir NO1 TWh,Historical water reservoir NO1 TWh,Historical water reservoir NO2 TWh,Historical water reservoir NO2 TWh,Historical water reservoir NO2 TWh,Historical water reservoir NO2 TWh,Historical water reservoir NO5 TWh,Historical water reservoir NO5 TWh,Historical water reservoir NO5 TWh,Historical water reservoir NO5 TWh,Price NO1 euro per MWh,Price NO1 euro per MWh,Price NO1 euro per MWh,Price NO1 euro per MWh,Price NO1 euro per MWh,Price NO1 euro per MWh,Price NO1 euro per MWh,Price NO2 euro per MWh,Price NO2 euro per MWh,Price NO2 euro per MWh,Price NO2 euro per MWh,Price NO2 euro per MWh,Price NO2 euro per MWh,Price NO2 euro per MWh,Price NO5 euro per MWh,Price NO5 euro per MWh,Price NO5 euro per MWh,Price NO5 euro per MWh,Price NO5 euro per MWh,Price NO5 euro per MWh,Price NO5 euro per MWh
68,5239.0,1909.0,1043.0,4954.0,4563.0,15053.0,5460.166666666667,0.0,0.0,0.0,0.0,1466.0,1281.0,5239.0,1909.0,1043.0,4954.0,3097.0,13772.0,283613.0,345237.0,271978.0,276040.0,184693.0,300222.0,276963.83333333326,27682.0,28237.0,21318.0,25633.0,29652.0,38335.0,148064.0,195019.0,151020.0,162608.0,92081.0,161971.0,107867.0,121981.0,99640.0,87799.0,62960.0,99916.0,29094.0,23813.0,22118.0,19313.0,18810.0,25984.0,23188.66666666667,19118.0,16568.0,15278.0,15705.0,13242.0,17044.0,7738.0,6992.0,6562.0,3536.0,5055.0,8135.0,2238.0,253.0,278.0,72.0,513.0,805.0,273696.0,295695.0,284364.0,306006.0,283636.0,289777.0,322808.0,293711.71428571426,109232.0,127812.0,121915.0,136331.0,122200.0,122076.0,139221.0,108606.0,116277.0,110628.0,116888.0,109702.0,115452.0,128237.0,55858.0,51606.0,51821.0,52787.0,51734.0,52249.0,55350.0,3.2095999999999996,2.6498,2.7449999999999997,1.4442,2.4272,1.9072,2.8198,2.868133333333333,2.8440000000000003,4.965,2.703,5.201999999999999,0.3340000000000001,3.2095999999999996,1.5460000000000003,4.065,1.989,5.764999999999999,0.36000000000000004,2.7449999999999997,4.556,0.525,4.417,3.0010000000000003,0.75,2.6498,2.341,2.944,0.7000000000000001,0.9059999999999999,0.33,1.4442,4.921,4.874,0.7350000000000001,0.9900000000000001,0.616,2.4272,3.639,0.9140000000000001,0.519,1.005,3.459,1.9072,3.3529999999999998,3.9639999999999995,1.131,4.933999999999999,0.717,2.8198,11.4,31.4,24.699999999999996,57.3,1.0,2.3,1.4,6.0,6.7,21.0,16.9,33.9,3.7,8.1,6.4,17.4,585.5999999999999,556.0999999999999,760.4100000000001,896.3299999999999,1042.6999999999998,230.94000000000005,1051.2900000000002,585.5999999999999,556.0999999999999,760.4100000000001,895.9599999999998,1042.6999999999998,230.84000000000006,1045.1000000000001,585.5999999999999,556.0999999999999,760.4100000000001,896.3299999999999,1042.6999999999998,230.94000000000005,1051.2900000000002
69,2429.0,1446.0,3629.0,9021.0,2811.0,18189.0,6254.166666666668,0.0,0.0,0.0,0.0,1328.0,2098.0,2429.0,1446.0,3629.0,9021.0,1483.0,16091.0,314711.0,356697.0,256282.0,234952.0,261608.0,271044.0,282549.00000000006,29890.0,28198.0,18687.0,18846.0,34645.0,33827.0,160695.0,200913.0,141108.0,144858.0,136822.0,161230.0,124126.0,127586.0,96487.0,71248.0,90141.0,75987.0,29168.0,23761.0,21563.0,19425.0,18286.0,26383.0,23097.666666666664,18791.0,16487.0,15367.0,15824.0,12592.0,17248.0,8217.0,7034.0,5935.0,3529.0,5297.0,8262.0,2160.0,240.0,261.0,72.0,397.0,873.0,274201.0,298305.0,269466.0,308648.0,308879.0,281252.0,321554.0,294615.0,108525.0,127906.0,114261.0,134934.0,135104.0,115630.0,139164.0,108889.0,118038.0,105836.0,121746.0,119356.0,114773.0,127774.0,56787.0,52361.0,49369.0,51968.0,54419.0,50849.0,54616.0,3.342,1.5474,3.3072000000000004,3.5754000000000006,3.5402,3.3244,3.139,2.7322,3.974,4.573,1.1900000000000002,4.466,2.507,3.342,2.5239999999999996,3.7990000000000004,0.473,5.077999999999999,4.662000000000001,3.3072000000000004,2.0829999999999997,1.4689999999999999,0.969,1.8630000000000002,1.3529999999999998,1.5474,5.251,3.6060000000000008,2.1550000000000002,1.5939999999999999,5.271000000000001,3.5754000000000006,5.520000000000001,4.375,0.9460000000000001,1.461,5.399,3.5402,4.305999999999999,0.847,2.009,5.175999999999999,4.284,3.3244,2.266,4.271999999999999,0.508,3.640999999999999,5.008,3.139,11.4,31.4,24.699999999999996,57.3,1.0,2.3,1.4,6.0,6.7,21.0,16.9,33.9,3.7,8.1,6.4,17.4,596.2600000000001,588.5,745.8499999999999,873.1399999999999,1095.85,217.32,836.39,596.2600000000001,588.5,745.8499999999999,873.1399999999999,1095.85,217.32,836.39,596.2600000000001,588.5,745.8499999999999,873.1399999999999,1095.85,217.32,836.39
70,3012.0,2649.0,4936.0,2563.0,9959.0,11084.0,5700.499999999999,0.0,0.0,0.0,0.0,1552.0,2038.0,3012.0,2649.0,4936.0,2563.0,8407.0,9046.0,339992.0,348134.0,176349.0,323850.0,243333.0,267252.0,283151.6666666667,31349.0,27376.0,17425.0,29960.0,32539.0,36418.0,179039.0,194115.0,92273.0,182469.0,121812.0,150195.0,129604.0,126643.0,66651.0,111421.0,88982.0,80639.0,28837.0,23229.0,21057.0,19267.0,18459.0,25977.0,22804.33333333333,19402.0,16398.0,14962.0,15450.0,12604.0,17247.0,7659.0,6598.0,5848.0,3745.0,5491.0,7995.0,1776.0,233.0,247.0,72.0,364.0,735.0,279774.0,283221.0,262821.0,320865.0,321218.0,283396.0,297807.0,292728.85714285716,114664.0,120683.0,110228.0,142689.0,144464.0,116600.0,124645.0,110344.0,112014.0,104221.0,124725.0,122267.0,114390.0,119693.0,54766.0,50524.0,48372.0,53451.0,54487.0,52406.0,53469.0,1.8312000000000002,1.5630000000000002,1.3202000000000003,2.8728000000000002,3.0676,1.9591999999999998,1.6884000000000001,1.5714666666666668,3.946,1.2309999999999999,1.207,1.131,1.641,1.8312000000000002,1.967,2.162,0.778,0.275,1.419,1.3202000000000003,0.918,1.4160000000000001,3.916,0.34900000000000003,1.216,1.5630000000000002,5.407,3.3789999999999996,0.535,0.812,4.231000000000001,2.8728000000000002,5.957,2.122,1.539,0.701,5.019,3.0676,1.4980000000000002,1.9400000000000002,0.5660000000000001,1.284,4.508,1.9591999999999998,3.626,1.607,0.576,0.42000000000000004,2.2129999999999996,1.6884000000000001,10.0,30.1,22.900000000000002,57.3,0.8,2.1,1.2,6.0,5.9,20.3,15.9,33.9,3.3,7.7,5.8,17.4,607.0199999999999,546.77,704.47,1022.9200000000001,1085.4799999999998,204.46,860.49,607.0199999999999,546.77,704.47,1022.9200000000001,1076.4599999999998,204.06000000000003,860.49,607.0199999999999,546.77,704.47,1022.9200000000001,1085.4799999999998,204.46,860.49
71,2742.0,1510.0,3171.0,150.0,6461.0,12772.0,4467.666666666665,0.0,0.0,0.0,0.0,1554.0,2882.0,2742.0,1510.0,3171.0,150.0,4907.0,9890.0,320540.0,291459.0,277399.0,309829.0,204335.0,283178.0,281123.3333333334,31503.0,19541.0,20466.0,25809.0,32151.0,39343.0,168912.0,165592.0,158414.0,179039.0,100438.0,155836.0,120125.0,106326.0,98519.0,104981.0,71746.0,87999.0,29264.0,23279.0,21991.0,19563.0,18521.0,25224.0,22973.66666666666,19717.0,16528.0,15364.0,15034.0,12394.0,17212.0,7884.0,6527.0,6392.0,4457.0,5743.0,7268.0,1663.0,224.0,235.0,72.0,384.0,744.0,286120.0,268038.0,289382.0,310626.0,299778.0,290799.0,284852.0,289942.14285714284,118580.0,112999.0,124810.0,136943.0,131693.0,120576.0,117794.0,112294.0,106422.0,113586.0,120026.0,116214.0,116417.0,114619.0,55246.0,48617.0,50986.0,53657.0,51871.0,53806.0,52439.0,2.4416,2.8139999999999996,2.6166000000000005,2.507,3.3846,3.9628,1.8407999999999998,2.6240666666666668,1.3610000000000002,0.834,4.475,1.0430000000000001,4.495,2.4416,2.054,0.47300000000000003,4.97,0.61,4.976000000000001,2.6166000000000005,0.136,0.6639999999999999,5.037,5.019,3.214,2.8139999999999996,4.437,3.027,0.537,1.2770000000000001,3.2569999999999997,2.507,6.052999999999998,4.422,1.9579999999999997,0.927,3.563,3.3846,3.256,4.242999999999999,2.9489999999999994,4.771999999999999,4.593999999999999,3.9628,1.9689999999999999,1.6010000000000002,1.5319999999999998,0.5920000000000001,3.5099999999999993,1.8407999999999998,10.0,30.1,22.900000000000002,57.3,0.8,2.1,1.2,6.0,5.9,20.3,15.9,33.9,3.3,7.7,5.8,17.4,605.0499999999998,525.19,756.9499999999999,1013.4299999999998,1021.12,199.41000000000003,870.06,605.0499999999998,525.19,756.9499999999999,986.6199999999999,1021.12,199.41000000000003,870.06,605.0499999999998,525.19,756.9499999999999,986.6199999999999,1021.12,199.41000000000003,870.06
72,649.0,1083.0,4302.0,3773.0,2406.0,11689.0,3983.666666666667,0.0,0.0,0.0,0.0,77.0,1854.0,649.0,1083.0,4302.0,3773.0,2329.0,9835.0,274862.0,320600.0,216223.0,321582.0,231449.0,303931.0,278107.8333333333,31848.0,24061.0,16497.0,27877.0,33353.0,37837.0,138159.0,184368.0,117904.0,182802.0,107607.0,171278.0,104855.0,112171.0,81822.0,110903.0,90489.0,94816.0,28849.0,23401.0,22190.0,20056.0,18023.0,24296.0,22802.499999999993,19764.0,16526.0,14970.0,15070.0,12138.0,17119.0,7762.0,6683.0,6768.0,4914.0,5492.0,6560.0,1323.0,192.0,452.0,72.0,393.0,617.0,264597.0,274887.0,276465.0,313827.0,302781.0,290580.0,275209.0,285478.0,107194.0,115610.0,119329.0,138343.0,134022.0,120771.0,112453.0,103773.0,109752.0,107660.0,120658.0,116469.0,116833.0,110661.0,53630.0,49525.0,49476.0,54826.0,52290.0,52976.0,52095.0,3.5534,1.7395999999999998,3.2525999999999997,3.4002000000000003,4.2926,3.6604,2.5105999999999997,2.8485333333333336,3.881,0.9160000000000001,4.426,3.037,5.507000000000001,3.5534,3.836,1.241,5.109,0.417,5.660000000000001,3.2525999999999997,1.8059999999999998,1.7169999999999999,1.8829999999999998,1.585,1.7069999999999999,1.7395999999999998,4.203,3.238,3.446,0.49800000000000005,5.616,3.4002000000000003,5.354,4.256,6.15,0.6980000000000001,5.005000000000001,4.2926,5.127999999999999,3.516,3.374,4.715999999999999,1.5679999999999996,3.6604,1.3659999999999999,1.2549999999999997,3.806,0.398,5.728000000000001,2.5105999999999997,10.0,30.1,22.900000000000002,57.3,0.8,2.1,1.2,6.0,5.9,20.3,15.9,33.9,3.3,7.7,5.8,17.4,582.2200000000001,537.21,726.3599999999999,1135.15,1022.7699999999999,200.63,889.6200000000001,582.2200000000001,537.21,726.3599999999999,1135.15,1022.7699999999999,200.63,889.6200000000001,582.2200000000001,537.21,726.3599999999999,1135.15,1022.7699999999999,200.63,889.6200000000001
73,1607.0,443.0,4700.0,9515.0,3095.0,17812.0,6195.333333333333,0.0,0.0,0.0,0.0,26.0,3581.0,1607.0,443.0,4700.0,9515.0,3069.0,14231.0,258689.0,312815.0,196368.0,274887.0,230669.0,201346.0,245795.66666666663,30461.0,22134.0,14293.0,26159.0,34608.0,31258.0,136186.0,184915.0,107653.0,166031.0,111214.0,114863.0,92042.0,105766.0,74422.0,82697.0,84847.0,55225.0,27978.0,23737.0,20665.0,20229.0,17858.0,24201.0,22444.66666666666,19209.0,16550.0,13722.0,15332.0,12062.0,16313.0,7568.0,6955.0,6435.0,4826.0,5363.0,7165.0,1201.0,232.0,508.0,71.0,433.0,723.0,259757.0,261723.0,267383.0,317841.0,296361.0,268390.0,289480.0,280133.5714285714,104662.0,108648.0,112236.0,141537.0,127651.0,112653.0,120220.0,102348.0,105292.0,106274.0,122985.0,116195.0,106093.0,115527.0,52747.0,47783.0,48873.0,53319.0,52515.0,49644.0,53733.0,2.8983999999999996,2.1052,2.515,3.3074000000000003,3.749,2.5340000000000003,2.5488,2.5062,5.088000000000001,4.252999999999998,3.3009999999999997,1.5479999999999998,0.30200000000000005,2.8983999999999996,5.606000000000001,4.655,1.4659999999999997,0.52,0.328,2.515,3.8080000000000003,1.3199999999999998,4.22,0.48300000000000004,0.6950000000000001,2.1052,3.379,5.605,3.87,1.3379999999999999,2.3449999999999998,3.3074000000000003,1.942,5.9430000000000005,5.926999999999999,2.634,2.299,3.749,1.015,3.246,1.316,3.8710000000000004,3.2219999999999995,2.5340000000000003,3.634,4.870000000000001,2.5249999999999995,0.865,0.8500000000000001,2.5488,10.0,30.1,22.900000000000002,57.3,0.8,2.1,1.2,6.0,5.9,20.3,15.9,33.9,3.3,7.7,5.8,17.4,577.4200000000001,531.2300000000001,722.98,1096.1999999999998,1027.57,166.57000000000002,1051.4800000000002,577.4200000000001,531.2300000000001,722.98,927.15,1027.57,166.57000000000002,1051.4800000000002,577.4200000000001,531.2300000000001,722.98,955.09,1027.57,166.57000000000002,1051.4800000000002
74,3181.0,646.0,3205.0,9213.0,5171.0,6851.0,4711.166666666667,0.0,0.0,0.0,0.0,122.0,1782.0,3181.0,646.0,3205.0,9213.0,5049.0,5069.0,290421.0,305873.0,230934.0,298378.0,176995.0,282156.0,264126.1666666666,28550.0,19323.0,14607.0,25440.0,32251.0,35518.0,157516.0,180094.0,126673.0,172320.0,81169.0,152617.0,104355.0,106456.0,89654.0,100618.0,63575.0,94021.0,27579.0,23805.0,20836.0,20046.0,17491.0,24898.0,22442.499999999996,18859.0,16285.0,13824.0,15295.0,11985.0,16478.0,7640.0,7232.0,6408.0,4682.0,5098.0,7600.0,1080.0,288.0,604.0,69.0,408.0,820.0,277922.0,261492.0,274089.0,333204.0,273647.0,275813.0,295334.0,284500.14285714284,115144.0,107881.0,116453.0,148910.0,116534.0,114291.0,121964.0,108683.0,105415.0,108174.0,128514.0,107873.0,109745.0,119511.0,54095.0,48196.0,49462.0,55780.0,49240.0,51777.0,53859.0,3.811,3.1606,3.4564,3.8531999999999997,3.858200000000001,2.3226000000000004,3.4386,3.4760000000000004,5.200000000000001,1.09,5.034000000000001,4.349000000000001,3.3819999999999997,3.811,5.712000000000001,0.914,5.406000000000001,1.2489999999999999,4.001,3.4564,4.250000000000001,0.251,6.023000000000001,1.7560000000000002,3.523,3.1606,5.49,4.665,3.2510000000000003,0.768,5.0920000000000005,3.8531999999999997,6.173,5.535000000000001,1.3980000000000001,0.389,5.795999999999999,3.858200000000001,1.361,3.6170000000000004,0.565,1.2199999999999998,4.85,2.3226000000000004,4.667000000000001,3.6659999999999995,4.175,1.0779999999999998,3.6069999999999998,3.4386,10.0,30.1,22.900000000000002,57.3,0.8,2.1,1.2,6.0,5.9,20.3,15.9,33.9,3.3,7.7,5.8,17.4,585.04,524.21,739.4399999999999,996.64,990.3900000000001,197.83,1143.94,585.04,524.21,739.4399999999999,930.04,990.3900000000001,197.83,1143.94,585.04,524.21,739.4399999999999,996.64,990.3900000000001,197.83,1143.94
75,3320.0,1615.0,3653.0,6022.0,13461.0,16861.0,7488.666666666667,0.0,0.0,0.0,0.0,2319.0,3767.0,3320.0,1615.0,3653.0,6022.0,11142.0,13094.0,309774.0,304723.0,198394.0,254728.0,164834.0,269478.0,250321.8333333333,28001.0,18761.0,15692.0,21652.0,31747.0,35771.0,162383.0,179673.0,105265.0,157310.0,76641.0,143355.0,119390.0,106289.0,77437.0,75766.0,56446.0,90352.0,27289.0,23855.0,21045.0,18489.0,17058.0,25645.0,22230.16666666667,18526.0,15888.0,13620.0,14013.0,11651.0,17065.0,7803.0,7583.0,6790.0,4404.0,5004.0,7725.0,960.0,384.0,635.0,72.0,403.0,855.0,273232.0,266809.0,268268.0,321173.0,272509.0,265842.0,296850.0,280669.0,112753.0,111350.0,111236.0,143986.0,116946.0,108438.0,123724.0,107506.0,107887.0,106586.0,123037.0,106444.0,107371.0,119042.0,52973.0,47572.0,50446.0,54150.0,49119.0,50033.0,54084.0,3.5294000000000003,3.1706000000000003,3.3329999999999997,3.6732,4.1978,3.0486,1.8781999999999996,3.3443333333333336,4.829000000000001,3.3899999999999997,6.196,0.8280000000000001,2.404,3.5294000000000003,5.819999999999999,2.416,4.973999999999999,0.894,2.561,3.3329999999999997,4.951,0.762,6.138,2.6529999999999996,1.3490000000000002,3.1706000000000003,5.815,2.091,4.130999999999999,3.8989999999999996,2.4299999999999997,3.6732,6.382000000000001,2.0410000000000004,5.085000000000001,4.749999999999999,2.731,4.1978,3.068,0.92,3.8369999999999997,3.5320000000000005,3.886,3.0486,0.559,2.296,3.738,1.9769999999999999,0.821,1.8781999999999996,10.0,30.1,22.900000000000002,57.3,0.8,2.1,1.2,6.0,5.9,20.3,15.9,33.9,3.3,7.7,5.8,17.4,592.4499999999998,531.78,708.9099999999999,912.1700000000001,971.03,180.14000000000004,1220.0000000000002,592.4499999999998,531.78,708.9099999999999,912.1700000000001,971.03,180.14000000000004,1220.0000000000002,592.4499999999998,531.78,708.9099999999999,912.1700000000001,971.03,180.14000000000004,1220.0000000000002
76,515.0,2157.0,891.0,1125.0,13127.0,13743.0,5259.666666666666,0.0,0.0,0.0,0.0,2965.0,2867.0,515.0,2157.0,891.0,1125.0,10162.0,10876.0,320140.0,303513.0,189127.0,235070.0,215425.0,256177.0,253242.0,27665.0,24010.0,18490.0,18640.0,27700.0,39630.0,175472.0,179609.0,96589.0,143989.0,104608.0,135267.0,117003.0,99894.0,74048.0,72441.0,83117.0,81280.0,27130.0,24101.0,20283.0,18060.0,16714.0,25766.0,22009.0,18412.0,16149.0,13517.0,13768.0,11360.0,16941.0,7668.0,7487.0,6213.0,4225.0,4950.0,7984.0,1050.0,465.0,553.0,67.0,404.0,841.0,272303.0,261258.0,259912.0,311963.0,282868.0,264936.0,293623.0,278123.28571428574,113544.0,107741.0,108352.0,139745.0,121186.0,105476.0,122072.0,106280.0,105563.0,102246.0,118889.0,111257.0,108635.0,118726.0,52479.0,47954.0,49314.0,53329.0,50425.0,50825.0,52825.0,4.630599999999999,3.4463999999999997,5.705599999999999,3.4632000000000005,3.8091999999999997,2.2208,4.119400000000001,4.594199999999999,3.4089999999999994,4.035000000000001,6.2459999999999996,5.564,3.898999999999999,4.630599999999999,5.890999999999999,5.165000000000001,6.552999999999999,6.196999999999998,4.7219999999999995,5.705599999999999,2.5929999999999995,2.5639999999999996,6.013999999999999,4.903999999999999,1.157,3.4463999999999997,3.041,4.181,6.5070000000000014,3.0860000000000003,0.501,3.4632000000000005,3.468,4.1579999999999995,6.8279999999999985,4.194,0.398,3.8091999999999997,1.316,1.125,2.959,2.8780000000000006,2.8259999999999996,2.2208,3.62,3.491,6.129,5.337000000000001,2.02,4.119400000000001,10.0,30.1,22.900000000000002,57.3,0.8,2.1,1.2,6.0,5.9,20.3,15.9,33.9,3.3,7.7,5.8,17.4,600.77,522.0299999999999,709.8699999999999,901.6999999999998,1016.02,164.97000000000003,1076.3999999999996,600.77,522.0299999999999,709.8699999999999,901.6999999999998,1016.02,164.97000000000003,1076.3999999999996,600.77,522.0299999999999,709.8699999999999,901.6999999999998,1016.02,164.97000000000003,1076.3999999999996
77,630.0,2298.0,3644.0,6155.0,5149.0,13386.0,5210.333333333333,0.0,0.0,0.0,0.0,1691.0,2023.0,630.0,2298.0,3644.0,6155.0,3458.0,11363.0,335976.0,271895.0,188100.0,301917.0,267918.0,311282.0,279514.6666666667,29813.0,22019.0,17263.0,23757.0,29108.0,42718.0,181689.0,157193.0,95069.0,177130.0,140873.0,159780.0,124474.0,92683.0,75768.0,101030.0,97937.0,108784.0,28011.0,24322.0,19878.0,18939.0,16720.0,25337.0,22201.166666666664,18881.0,16548.0,13462.0,14282.0,11566.0,16899.0,7874.0,7244.0,6004.0,4585.0,4826.0,7695.0,1256.0,530.0,412.0,72.0,328.0,743.0,277468.0,245712.0,267749.0,317923.0,282859.0,270738.0,290604.0,279007.5714285714,116073.0,98831.0,111952.0,140211.0,119392.0,109084.0,121780.0,107936.0,100396.0,105986.0,123823.0,111860.0,110028.0,117136.0,53459.0,46485.0,49811.0,53889.0,51607.0,51626.0,51688.0,4.0806,1.8806,4.0474000000000006,4.0574,4.708,4.3588000000000005,4.4758000000000004,3.3362000000000003,4.604,2.7209999999999996,3.911,5.601999999999999,3.565,4.0806,6.105,1.028,3.234,6.073,3.797,4.0474000000000006,1.0119999999999998,0.9369999999999999,2.237,2.8329999999999997,2.384,1.8806,2.8139999999999996,0.45899999999999996,6.466,5.586,4.962000000000001,4.0574,5.293000000000001,0.7230000000000001,7.053,5.630999999999999,4.840000000000002,4.708,3.8729999999999998,3.783,6.329999999999999,2.9690000000000003,4.839,4.3588000000000005,4.934,1.2399999999999998,4.780000000000001,5.928,5.497,4.4758000000000004,9.5,28.700000000000003,21.5,57.3,0.7,1.8,1.0,6.0,5.7,19.8,15.2,33.9,3.1,7.1,5.3,17.4,613.06,514.9899999999999,706.3,1023.81,1110.58,168.13,1020.05,613.06,514.9899999999999,706.3,1023.65,1110.58,168.13,1020.05,613.06,514.9899999999999,706.3,1023.81,1110.58,168.13,1020.05
78,1364.0,2198.0,3408.0,2029.0,8189.0,4508.0,3616.000000000001,0.0,0.0,0.0,0.0,2090.0,1751.0,1364.0,2198.0,3408.0,2029.0,6099.0,2757.0,320762.0,231134.0,247980.0,291598.0,215989.0,338877.0,274390.0,29671.0,17483.0,19182.0,23149.0,25892.0,41972.0,168855.0,142200.0,138551.0,168589.0,109064.0,170515.0,122236.0,71451.0,90247.0,99860.0,81033.0,126390.0,27393.0,24031.0,20559.0,19125.0,17476.0,24392.0,22162.666666666664,18104.0,16747.0,13567.0,14517.0,11828.0,16484.0,7875.0,6830.0,6658.0,4543.0,5295.0,7205.0,1414.0,454.0,334.0,65.0,353.0,703.0,272918.0,239035.0,281590.0,303346.0,263970.0,276725.0,274130.0,273102.0,113359.0,95255.0,120825.0,129869.0,109244.0,114355.0,112428.0,106039.0,98209.0,110168.0,119372.0,105344.0,110754.0,111680.0,53520.0,45571.0,50597.0,54105.0,49382.0,51616.0,50022.0,4.5032,2.225,4.6735999999999995,3.0233999999999996,2.5796,3.7494,4.239600000000001,3.8005999999999998,4.848,3.452,4.846000000000001,3.8669999999999995,5.503000000000001,4.5032,5.717999999999999,1.524,6.41,3.585,6.130999999999999,4.6735999999999995,0.49,1.546,3.1180000000000003,1.98,3.9909999999999997,2.225,3.985,0.949,6.272,1.069,2.8419999999999996,3.0233999999999996,1.4989999999999999,0.5209999999999999,6.7749999999999995,0.9890000000000001,3.1140000000000003,2.5796,3.5109999999999997,3.755,3.9120000000000004,2.248,5.3210000000000015,3.7494,5.073000000000001,2.271,6.092000000000001,1.9120000000000001,5.850000000000001,4.239600000000001,9.5,28.700000000000003,21.5,57.3,0.7,1.8,1.0,6.0,5.7,19.8,15.2,33.9,3.1,7.1,5.3,17.4,609.28,489.18999999999994,749.03,1047.97,1007.7000000000002,181.31999999999996,910.2199999999999,609.28,489.18999999999994,749.03,1022.3200000000002,1007.7000000000002,181.31999999999996,910.2199999999999,609.28,489.18999999999994,749.03,1047.97,1007.7000000000002,181.31999999999996,910.2199999999999
